id,label,category,hot_technology,in_demand,source,occurrences,occupations
microsoft_windows_sysprep,Microsoft Windows Sysprep,Configuration management software,false,false,O*NET Technology Skills 30.2,2,Computer Network Support Specialists; Network and Computer Systems Administrators
microsoft_windows_terminal_services_access_manager,Microsoft Windows Terminal Services Access Manager,Gateway software,false,false,O*NET Technology Skills 30.2,1,Network and Computer Systems Administrators
microsoft_windows_xp,Microsoft Windows XP,Operating system software,false,false,O*NET Technology Skills 30.2,1,Computer and Information Research Scientists
microsoft_word,Microsoft Word,Word processing software,true,true,O*NET Technology Skills 30.2,17,Business Intelligence Analysts; Computer Network Architects; Computer Network Support Specialists; Computer Programmers; Computer Systems Analysts; Computer User Support Specialists; Computer and Information Systems Managers; Data Warehousing Specialists; Database Administrators; Database Architects; Information Security Analysts; Information Technology Project Managers; Software Developers; Software Quality Assurance Analysts and Testers; Telecommunications Engineering Specialists; Video Game Designers; Web Administrators
microstrategy,MicroStrategy,Business intelligence and data analysis software,false,false,O*NET Technology Skills 30.2,18,Business Intelligence Analysts; Computer Network Architects; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Research Scientists; Computer and Information Systems Managers; Data Warehousing Specialists; Database Administrators; Database Architects; Information Security Analysts; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
migration,Migration,Platform interconnectivity software,false,false,O*NET Technology Skills 30.2,3,Computer User Support Specialists; Software Developers; Software Quality Assurance Analysts and Testers
migration_testing,Migration testing,Program testing software,false,false,O*NET Technology Skills 30.2,3,Computer Systems Analysts; Software Developers; Software Quality Assurance Analysts and Testers
mind_mapping,Mind mapping,Pattern design software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
mindgenius,MindGenius,Pattern design software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
minitab,Minitab,Analytical or scientific software,false,false,O*NET Technology Skills 30.2,11,Business Intelligence Analysts; Computer Network Architects; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer and Information Research Scientists; Database Administrators; Database Architects; Information Technology Project Managers; Software Developers; Software Quality Assurance Analysts and Testers
minuteman_systems_minuteman_project_management,MinuteMan Systems MinuteMan Project Management,Project management software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
mitre_attandck,MITRE ATT&CK,Program testing software,false,true,O*NET Technology Skills 30.2,3,Digital Forensics Analysts; Information Security Analysts; Penetration Testers
mixed_code_generator,Mixed code generator,Compiler and decompiler software,false,false,O*NET Technology Skills 30.2,1,Computer Programmers
mlflow,Mlflow,Analytical or scientific software,false,false,O*NET Technology Skills 30.2,1,Data Scientists
mobile_wireless_network_infrastructure,Mobile wireless network infrastructure,Wireless software,false,false,O*NET Technology Skills 30.2,1,Computer and Information Systems Managers
modula,Modula,Object or component oriented development software,false,false,O*NET Technology Skills 30.2,3,Computer Programmers; Software Developers; Software Quality Assurance Analysts and Testers
mongodb,MongoDB,Data base management system software,true,true,O*NET Technology Skills 30.2,21,Blockchain Engineers; Business Intelligence Analysts; Computer Network Architects; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Research Scientists; Computer and Information Systems Managers; Data Scientists; Data Warehousing Specialists; Database Administrators; Database Architects; Information Security Analysts; Information Security Engineers; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
moodle,Moodle,Computer based training software,false,false,O*NET Technology Skills 30.2,6,Computer User Support Specialists; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
mozilla_firefox,Mozilla Firefox,Internet browser software,true,false,O*NET Technology Skills 30.2,2,Software Quality Assurance Analysts and Testers; Web Administrators
mpi_micro_planner_x_pert,MPI Micro Planner X-Pert,Pattern design software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
mulesoft,MuleSoft,Enterprise application integration software,false,false,O*NET Technology Skills 30.2,1,Software Developers
multi_router_traffic_grapher_mrtg,Multi-router traffic grapher MRTG,Network monitoring software,false,false,O*NET Technology Skills 30.2,2,Computer Network Architects; Network and Computer Systems Administrators
multidimensional_expressions_mdx,Multidimensional Expressions MDX,Data base management system software,false,false,O*NET Technology Skills 30.2,1,Database Architects
multiprotocol_label_switching_mpls,Multiprotocol Label Switching MPLS,Internet protocol IP multimedia subsystem software,false,false,O*NET Technology Skills 30.2,1,Computer Network Architects
multisensory_data_representation,Multisensory data representation,Analytical or scientific software,false,false,O*NET Technology Skills 30.2,1,Computer and Information Research Scientists
mumps_m,MUMPS M,Development environment software,false,false,O*NET Technology Skills 30.2,3,Computer Programmers; Software Developers; Software Quality Assurance Analysts and Testers
mutation_testing,Mutation testing,Program testing software,false,false,O*NET Technology Skills 30.2,3,Computer Systems Analysts; Software Developers; Software Quality Assurance Analysts and Testers
mysql,MySQL,Data base user interface and query software,true,true,O*NET Technology Skills 30.2,22,Blockchain Engineers; Business Intelligence Analysts; Computer Network Architects; Computer Network Support Specialists; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Research Scientists; Computer and Information Systems Managers; Data Warehousing Specialists; Database Administrators; Database Architects; Information Security Analysts; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Video Game Designers; Web Administrators; Web Developers; Web and Digital Interface Designers
nagios,Nagios,Network monitoring software,false,false,O*NET Technology Skills 30.2,19,Business Intelligence Analysts; Computer Network Architects; Computer Network Support Specialists; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Systems Managers; Data Warehousing Specialists; Database Administrators; Database Architects; Information Security Analysts; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Telecommunications Engineering Specialists; Web Developers; Web and Digital Interface Designers
national_instruments_labview,National Instruments LabVIEW,Development environment software,false,false,O*NET Technology Skills 30.2,9,Computer Network Architects; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Research Scientists; Information Security Analysts; Software Developers; Software Quality Assurance Analysts and Testers
navisworks_jetstream,NavisWorks Jetstream,Computer aided design CAD software,false,true,O*NET Technology Skills 30.2,1,Telecommunications Engineering Specialists
nbtstat,nbtstat,Network monitoring software,false,false,O*NET Technology Skills 30.2,1,Computer Network Support Specialists
nearpod,Nearpod,Multi-media educational software,false,false,O*NET Technology Skills 30.2,4,Computer User Support Specialists; Database Administrators; Database Architects; Web and Digital Interface Designers
neo4j,Neo4j,Data base user interface and query software,false,false,O*NET Technology Skills 30.2,1,Data Scientists
nessus,Nessus,Transaction security and virus protection software,false,true,O*NET Technology Skills 30.2,4,Digital Forensics Analysts; Information Security Analysts; Information Security Engineers; Penetration Testers
netiq,NetIQ,Administration software,false,false,O*NET Technology Skills 30.2,1,Computer Network Architects
netreo_omnicenter,Netreo OmniCenter,Administration software,false,false,O*NET Technology Skills 30.2,1,Computer Network Architects
netscape_navigator,Netscape Navigator,Internet browser software,false,false,O*NET Technology Skills 30.2,1,Computer and Information Systems Managers
netscout_infinitistream_console,NetScout InfinitiStream Console,Network monitoring software,false,false,O*NET Technology Skills 30.2,1,Computer Network Architects
netscout_sniffer_global_analyzer,NetScout Sniffer Global Analyzer,Network monitoring software,false,false,O*NET Technology Skills 30.2,1,Computer Network Support Specialists
netscout_sniffer_portable_professional_analyzer,NetScout Sniffer Portable Professional Analyzer,Network monitoring software,false,false,O*NET Technology Skills 30.2,1,Computer Network Support Specialists
netstat,netstat,Network monitoring software,false,false,O*NET Technology Skills 30.2,1,Computer Network Support Specialists
netsuite_erp,NetSuite ERP,Enterprise resource planning ERP software,false,false,O*NET Technology Skills 30.2,15,Business Intelligence Analysts; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Systems Managers; Data Warehousing Specialists; Database Administrators; Database Architects; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
network_address_management,Network address management,Administration software,false,false,O*NET Technology Skills 30.2,1,Network and Computer Systems Administrators
network_addressable_storage_nas,Network addressable storage NAS,Internet directory services software,false,false,O*NET Technology Skills 30.2,1,Network and Computer Systems Administrators
network_and_application_load_and_performance_testing,Network and application load and performance testing,Network monitoring software,false,false,O*NET Technology Skills 30.2,2,Computer Network Architects; Network and Computer Systems Administrators
network_and_component_performance_analysis,Network and component performance analysis,Network monitoring software,false,false,O*NET Technology Skills 30.2,2,Computer Network Architects; Network and Computer Systems Administrators
network_and_system_vulnerability_assessment,Network and system vulnerability assessment,Network security or virtual private network VPN management software,false,false,O*NET Technology Skills 30.2,4,Computer Network Architects; Computer Network Support Specialists; Information Security Analysts; Network and Computer Systems Administrators
network_architecture_design,Network architecture design,Requirements analysis and system architecture software,false,false,O*NET Technology Skills 30.2,1,Computer Network Architects
network_availability_monitoring,Network availability monitoring,Network monitoring software,false,false,O*NET Technology Skills 30.2,2,Computer Network Architects; Network and Computer Systems Administrators
network_bridge,Network bridge,Bridge software,false,false,O*NET Technology Skills 30.2,1,Computer Network Architects
network_design,Network design,Computer aided design CAD software,false,false,O*NET Technology Skills 30.2,1,Computer Network Support Specialists
network_directory_services,Network directory services,Internet directory services software,false,false,O*NET Technology Skills 30.2,4,Computer User Support Specialists; Digital Forensics Analysts; Information Security Analysts; Information Security Engineers
network_documentation,Network documentation,Administration software,false,false,O*NET Technology Skills 30.2,2,Computer Network Architects; Network and Computer Systems Administrators
network_hardware_and_software_auditing,"Network, hardware, and software auditing",Network monitoring software,false,false,O*NET Technology Skills 30.2,1,Information Security Analysts
network_instruments_observer_standard,Network Instruments Observer Standard,Network monitoring software,false,false,O*NET Technology Skills 30.2,1,Computer Network Support Specialists
network_intrusion_detection,Network intrusion detection,Network security and virtual private network VPN equipment software,false,false,O*NET Technology Skills 30.2,4,Computer Network Architects; Computer Network Support Specialists; Network and Computer Systems Administrators; Software Quality Assurance Analysts and Testers
network_intrusion_prevention_systems_nips,Network intrusion prevention systems NIPS,Network monitoring software,false,false,O*NET Technology Skills 30.2,6,Computer Network Architects; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Information Security Analysts; Network and Computer Systems Administrators
network_management,Network management,Administration software,false,false,O*NET Technology Skills 30.2,2,Network and Computer Systems Administrators; Telecommunications Engineering Specialists
network_modeling_mapping_and_analysis,"Network modeling, mapping, and analysis",Network monitoring software,false,false,O*NET Technology Skills 30.2,2,Computer Network Architects; Network and Computer Systems Administrators
network_reporting,Network reporting,Data base reporting software,false,false,O*NET Technology Skills 30.2,1,Computer Network Architects
network_security_auditing,Network security auditing,Network security or virtual private network VPN management software,false,false,O*NET Technology Skills 30.2,1,Information Security Analysts
network_server_and_operating_system_optimization,"Network, server and operating system optimization",Network operating system enhancement software,false,false,O*NET Technology Skills 30.2,2,Computer Network Architects; Network and Computer Systems Administrators
network_shutdown,Network shutdown,Administration software,false,false,O*NET Technology Skills 30.2,1,Network and Computer Systems Administrators
network_storage,Network storage,Storage networking software,false,false,O*NET Technology Skills 30.2,1,Computer Network Architects
network_traffic_flow_monitoring_and_analysis,Network traffic flow monitoring and analysis,Network monitoring software,false,false,O*NET Technology Skills 30.2,2,Computer Network Architects; Network and Computer Systems Administrators
network_traffic_probe,Network traffic probe,Network monitoring software,false,false,O*NET Technology Skills 30.2,2,Computer Network Architects; Network and Computer Systems Administrators
ngrep,ngrep,Network monitoring software,false,false,O*NET Technology Skills 30.2,1,Computer Network Support Specialists
niksun_netdetector,NIKSUN NetDetector,Network security or virtual private network VPN management software,false,false,O*NET Technology Skills 30.2,1,Computer Network Support Specialists
ninian_huddle,Ninian Huddle,Project management software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
nmap,Nmap,Transaction security and virus protection software,false,true,O*NET Technology Skills 30.2,1,Penetration Testers
node_js,Node.js,Web platform development software,true,true,O*NET Technology Skills 30.2,17,Blockchain Engineers; Computer Network Architects; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Research Scientists; Computer and Information Systems Managers; Database Administrators; Database Architects; Information Security Analysts; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
norton_antivirus,Norton AntiVirus,Transaction security and virus protection software,false,false,O*NET Technology Skills 30.2,2,Computer Network Support Specialists; Information Security Analysts
nortonlifelock_cybersecurity,NortonLifeLock cybersecurity,Transaction security and virus protection software,false,false,O*NET Technology Skills 30.2,18,Business Intelligence Analysts; Computer Network Architects; Computer Network Support Specialists; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Systems Managers; Data Warehousing Specialists; Database Administrators; Database Architects; Information Security Analysts; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Telecommunications Engineering Specialists; Web Developers; Web and Digital Interface Designers
nosql,NoSQL,Data base management system software,true,true,O*NET Technology Skills 30.2,21,Blockchain Engineers; Business Intelligence Analysts; Computer Network Architects; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Research Scientists; Computer and Information Systems Managers; Data Scientists; Data Warehousing Specialists; Database Administrators; Database Architects; Information Security Analysts; Information Security Engineers; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
novamind_merlin_project_manager,NovaMind Merlin Project Manager,Pattern design software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
novastor_novabackup,NovaStor NovaBACKUP,Backup or archival software,false,false,O*NET Technology Skills 30.2,2,Computer Network Support Specialists; Telecommunications Engineering Specialists
novell_edirectory,Novell eDirectory,Internet directory services software,false,false,O*NET Technology Skills 30.2,1,Computer Network Support Specialists
novell_netware_management_station,Novell NetWare Management Station,Network monitoring software,false,false,O*NET Technology Skills 30.2,1,Network and Computer Systems Administrators
nslookup,Nslookup,Network monitoring software,false,false,O*NET Technology Skills 30.2,1,Computer Network Support Specialists
numpy,NumPy,Data base user interface and query software,false,true,O*NET Technology Skills 30.2,1,Data Scientists
nunit,NUnit,Program testing software,false,false,O*NET Technology Skills 30.2,1,Software Quality Assurance Analysts and Testers
nunjucks,Nunjucks,Web platform development software,false,false,O*NET Technology Skills 30.2,2,Web Developers; Web and Digital Interface Designers
o3spaces_workplace,O3spaces Workplace,Document management software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
oberon,Oberon,Object or component oriented development software,false,false,O*NET Technology Skills 30.2,3,Computer Programmers; Software Developers; Software Quality Assurance Analysts and Testers
object_database_management_system_odbms,Object database management system ODBMS,Object oriented data base management software,false,false,O*NET Technology Skills 30.2,2,Database Administrators; Database Architects
object_management_group_object_request_broker,Object Management Group Object Request Broker,Transaction server software,false,false,O*NET Technology Skills 30.2,2,Software Developers; Software Quality Assurance Analysts and Testers
object_oriented_development_environment,Object oriented development environment,Object or component oriented development software,false,false,O*NET Technology Skills 30.2,1,Computer and Information Research Scientists
objective_c,Objective C,Object or component oriented development software,false,false,O*NET Technology Skills 30.2,14,Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Systems Managers; Data Warehousing Specialists; Information Security Analysts; Information Technology Project Managers; Penetration Testers; Software Developers; Software Quality Assurance Analysts and Testers; Video Game Designers; Web Developers; Web and Digital Interface Designers
objective_caml,Objective Caml,Object or component oriented development software,false,false,O*NET Technology Skills 30.2,3,Computer Programmers; Software Developers; Software Quality Assurance Analysts and Testers
objective_decision_contactizer_pro,Objective Decision Contactizer Pro,Data base user interface and query software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
officework_software_turboproject,OfficeWork Software TurboProject,Project management software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
omni_group_omnigraffle,Omni Group OmniGraffle,Pattern design software,false,false,O*NET Technology Skills 30.2,1,Computer Systems Analysts
one_pass_compiler,One pass compiler,Compiler and decompiler software,false,false,O*NET Technology Skills 30.2,1,Computer Programmers
online_traffic_calculator,Online traffic calculator,Network monitoring software,false,false,O*NET Technology Skills 30.2,2,Computer Network Architects; Network and Computer Systems Administrators
open_dynamics_collabtive,Open Dynamics Collabtive,Project management software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
open_graphics_library_opengl,Open Graphics Library OpenGL,Graphics or photo imaging software,false,false,O*NET Technology Skills 30.2,3,Computer and Information Research Scientists; Software Developers; Software Quality Assurance Analysts and Testers
open_shortest_path_first_ospf,Open Shortest Path First OSPF,Internet protocol IP multimedia subsystem software,false,false,O*NET Technology Skills 30.2,1,Computer Network Architects
open_source_routing_protocols_ospf,Open source routing protocols OSPF,Internet protocol IP multimedia subsystem software,false,false,O*NET Technology Skills 30.2,1,Network and Computer Systems Administrators
openai_chatgpt,OpenAI ChatGPT,Development environment software,false,false,O*NET Technology Skills 30.2,5,Computer Programmers; Computer Systems Analysts; Computer and Information Research Scientists; Data Scientists; Software Developers
opengl,OpenGL,Graphics or photo imaging software,false,false,O*NET Technology Skills 30.2,1,Video Game Designers
openmake_software_meister,OpenMake Software Meister,Development environment software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
openmake_software_mojo,OpenMake Software Mojo,Development environment software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
openservice_open_nervecenter,OpenService Open NerveCenter,Network security or virtual private network VPN management software,false,false,O*NET Technology Skills 30.2,1,Network and Computer Systems Administrators
opentext_livelink_ecm,OpenText Livelink ECM,Content workflow software,false,false,O*NET Technology Skills 30.2,1,Web Administrators
openvas,OpenVAS,Transaction security and virus protection software,false,false,O*NET Technology Skills 30.2,1,Digital Forensics Analysts
operating_system_monitoring,Operating system monitoring,Operating system software,false,false,O*NET Technology Skills 30.2,1,Computer User Support Specialists
operating_system_process_control,Operating system process control,Network operating system enhancement software,false,false,O*NET Technology Skills 30.2,1,Network and Computer Systems Administrators
operating_system_shells,Operating system shells,Operating system software,false,false,O*NET Technology Skills 30.2,2,Software Developers; Software Quality Assurance Analysts and Testers
operational_data_store_ods,Operational Data Store ODS,Data base user interface and query software,false,true,O*NET Technology Skills 30.2,1,Data Warehousing Specialists
opnet_apmxpert,OPNET APMXpert,Network operating system enhancement software,false,false,O*NET Technology Skills 30.2,1,Computer Network Architects
opnet_sp_sentinel,OPNET SP Sentinel,Network monitoring software,false,false,O*NET Technology Skills 30.2,1,Computer Network Support Specialists
optimization,Optimization,Analytical or scientific software,false,false,O*NET Technology Skills 30.2,1,Computer and Information Research Scientists
oracle_application_express_apex,Oracle Application Express APEX,Web platform development software,false,false,O*NET Technology Skills 30.2,2,Database Administrators; Database Architects
oracle_application_server,Oracle Application Server,Application server software,false,false,O*NET Technology Skills 30.2,5,Computer Systems Analysts; Database Architects; Software Developers; Software Quality Assurance Analysts and Testers; Web Administrators
oracle_business_intelligence_discoverer,Oracle Business Intelligence Discoverer,Data base reporting software,false,false,O*NET Technology Skills 30.2,3,Data Warehousing Specialists; Software Developers; Software Quality Assurance Analysts and Testers
oracle_business_intelligence_enterprise_edition,Oracle Business Intelligence Enterprise Edition,Business intelligence and data analysis software,false,false,O*NET Technology Skills 30.2,19,Business Intelligence Analysts; Computer Network Architects; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Research Scientists; Computer and Information Systems Managers; Data Warehousing Specialists; Database Administrators; Database Architects; Information Security Analysts; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web Administrators; Web Developers; Web and Digital Interface Designers
oracle_business_intelligence_suite,Oracle Business Intelligence Suite,Data base reporting software,false,false,O*NET Technology Skills 30.2,3,Computer Systems Analysts; Software Developers; Software Quality Assurance Analysts and Testers
oracle_cloud,Oracle Cloud,Cloud-based management software,true,false,O*NET Technology Skills 30.2,4,Business Intelligence Analysts; Computer Systems Analysts; Computer Systems Engineers/Architects; Software Developers
oracle_data_guard,Oracle Data Guard,Backup or archival software,false,false,O*NET Technology Skills 30.2,2,Database Administrators; Database Architects
oracle_data_integrator,Oracle Data Integrator,Enterprise application integration software,false,false,O*NET Technology Skills 30.2,1,Database Architects
oracle_database,Oracle Database,Data base user interface and query software,true,true,O*NET Technology Skills 30.2,18,Business Intelligence Analysts; Computer Network Architects; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Research Scientists; Computer and Information Systems Managers; Data Warehousing Specialists; Database Administrators; Database Architects; Information Security Analysts; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
oracle_designer,Oracle Designer,Web platform development software,false,false,O*NET Technology Skills 30.2,2,Database Administrators; Database Architects
oracle_e_business_suite,Oracle E-Business Suite,Enterprise resource planning ERP software,false,false,O*NET Technology Skills 30.2,1,Computer and Information Systems Managers
oracle_e_business_suite_financials,Oracle E-Business Suite Financials,Financial analysis software,false,false,O*NET Technology Skills 30.2,14,Business Intelligence Analysts; Computer Network Architects; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Systems Managers; Data Warehousing Specialists; Database Administrators; Information Security Analysts; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers
oracle_eloqua,Oracle Eloqua,Customer relationship management CRM software,false,false,O*NET Technology Skills 30.2,11,Business Intelligence Analysts; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer and Information Systems Managers; Database Administrators; Database Architects; Information Technology Project Managers; Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
oracle_enterprise_manager,Oracle Enterprise Manager,Data base management system software,false,false,O*NET Technology Skills 30.2,2,Database Administrators; Database Architects
oracle_enterprise_manager_cloud_control,Oracle Enterprise Manager Cloud Control,Data base management system software,false,false,O*NET Technology Skills 30.2,2,Database Administrators; Database Architects
oracle_essbase,Oracle Essbase,Data base user interface and query software,false,false,O*NET Technology Skills 30.2,1,Business Intelligence Analysts
oracle_fusion,Oracle Fusion,Enterprise resource planning ERP software,false,false,O*NET Technology Skills 30.2,18,Business Intelligence Analysts; Computer Network Architects; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Systems Managers; Data Warehousing Specialists; Database Administrators; Database Architects; Information Security Analysts; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web Administrators; Web Developers; Web and Digital Interface Designers
oracle_fusion_middleware,Oracle Fusion Middleware,Enterprise application integration software,false,false,O*NET Technology Skills 30.2,16,Computer Network Architects; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Systems Managers; Database Administrators; Database Architects; Information Security Analysts; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web Administrators; Web Developers; Web and Digital Interface Designers
oracle_golden_gate,Oracle Golden Gate,Data base management system software,false,false,O*NET Technology Skills 30.2,2,Database Administrators; Database Architects
oracle_hyperion,Oracle Hyperion,Enterprise resource planning ERP software,false,false,O*NET Technology Skills 30.2,15,Business Intelligence Analysts; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Systems Managers; Data Warehousing Specialists; Database Administrators; Database Architects; Information Security Analysts; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web and Digital Interface Designers
oracle_iplanet_web_server,Oracle iPlanet Web Server,Portal server software,false,false,O*NET Technology Skills 30.2,1,Computer and Information Systems Managers
oracle_java_enterprise_edition_ee,Oracle Java Enterprise Edition EE,Development environment software,false,false,O*NET Technology Skills 30.2,1,Computer Network Architects
oracle_java_message_service_jms,Oracle Java Message Service JMS,Object or component oriented development software,false,false,O*NET Technology Skills 30.2,2,Blockchain Engineers; Software Developers
oracle_javaserver_pages_jsp,Oracle JavaServer Pages JSP,Web platform development software,false,false,O*NET Technology Skills 30.2,16,Business Intelligence Analysts; Computer Network Architects; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Database Administrators; Database Architects; Information Security Analysts; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web Administrators; Web Developers; Web and Digital Interface Designers
oracle_jd_edwards_enterpriseone,Oracle JD Edwards EnterpriseOne,Enterprise resource planning ERP software,false,false,O*NET Technology Skills 30.2,16,Business Intelligence Analysts; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Systems Managers; Data Warehousing Specialists; Database Administrators; Database Architects; Information Security Analysts; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
oracle_jdbc,Oracle JDBC,Data base user interface and query software,false,false,O*NET Technology Skills 30.2,16,Business Intelligence Analysts; Computer Network Architects; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Database Administrators; Database Architects; Information Security Analysts; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web Administrators; Web Developers; Web and Digital Interface Designers
oracle_jdeveloper,Oracle Jdeveloper,Development environment software,false,false,O*NET Technology Skills 30.2,1,Database Architects
oracle_learning_management,Oracle Learning Management,Human resources software,false,false,O*NET Technology Skills 30.2,1,Database Administrators
oracle_master_data_management_mdm_suite,Oracle Master Data Management MDM Suite,Metadata management software,false,false,O*NET Technology Skills 30.2,1,Computer Systems Analysts
oracle_migration_workbench,Oracle Migration Workbench,Data base management system software,false,false,O*NET Technology Skills 30.2,1,Database Architects
oracle_net_manager,Oracle Net Manager,Network monitoring software,false,false,O*NET Technology Skills 30.2,2,Information Security Analysts; Network and Computer Systems Administrators
oracle_peoplesoft,Oracle PeopleSoft,Enterprise resource planning ERP software,true,false,O*NET Technology Skills 30.2,15,Business Intelligence Analysts; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Systems Managers; Data Warehousing Specialists; Database Administrators; Database Architects; Information Security Analysts; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web and Digital Interface Designers
oracle_peoplesoft_financials,Oracle PeopleSoft Financials,Enterprise resource planning ERP software,false,false,O*NET Technology Skills 30.2,10,Business Intelligence Analysts; Computer Programmers; Computer Systems Analysts; Database Administrators; Database Architects; Information Security Analysts; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers
oracle_primavera,Oracle Primavera,Project management software,true,false,O*NET Technology Skills 30.2,13,Business Intelligence Analysts; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Systems Managers; Database Administrators; Database Architects; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web Administrators; Web and Digital Interface Designers
oracle_primavera_p6_professional_project_management,Oracle Primavera P6 Professional Project Management,Project management software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
oracle_real_application_cluster_rac,Oracle Real Application Cluster RAC,Clustering software,false,false,O*NET Technology Skills 30.2,2,Database Administrators; Database Architects
